"name","pos","sourceName","name_nfl","team_nfl","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","returnTds","twoPts","fumbles","points"
"AARONRODGERS","QB","nfl","Aaron Rodgers","GB",1,1,NA,NA,4601,38,8,NA,238,3,NA,NA,NA,NA,1,NA,363.84
"ANDREWLUCK","QB","nfl","Andrew Luck","IND",2,2,NA,NA,4796,36,14,NA,252,3,NA,NA,NA,NA,NA,NA,351.04
"RUSSELLWILSON","QB","nfl","Russell Wilson","SEA",3,3,NA,NA,3787,25,9,NA,697,5,NA,NA,NA,NA,1,NA,335.18
"DREWBREES","QB","nfl","Drew Brees","NO",4,4,NA,NA,4680,34,15,NA,40,1,NA,NA,NA,NA,NA,NA,303.2
"CAMNEWTON","QB","nfl","Cam Newton","CAR",5,5,NA,NA,3640,22,12,NA,574,5,NA,NA,NA,NA,2,NA,301
"PEYTONMANNING","QB","nfl","Peyton Manning","DEN",6,6,NA,NA,4783,35,18,NA,12,NA,NA,NA,NA,NA,1,NA,296.12
"TONYROMO","QB","nfl","Tony Romo","DAL",7,7,NA,NA,4275,31,11,NA,54,1,NA,NA,NA,NA,1,NA,286.4
"RYANTANNEHILL","QB","nfl","Ryan Tannehill","MIA",8,8,NA,NA,3895,28,13,NA,279,2,NA,NA,NA,NA,1,NA,283.7
"BENROETHLISBERGER","QB","nfl","Ben Roethlisberger","PIT",9,9,NA,NA,4582,29,13,NA,33,1,NA,NA,NA,NA,NA,NA,282.58
"TOMBRADY","QB","nfl","Tom Brady","NE",10,10,NA,NA,4153,29,9,NA,35,2,NA,NA,NA,NA,1,NA,281.62
"MATTRYAN","QB","nfl","Matt Ryan","ATL",11,11,NA,NA,4573,28,14,NA,103,NA,NA,NA,NA,NA,2,NA,281.22
"PHILIPRIVERS","QB","nfl","Philip Rivers","SD",12,12,NA,NA,4366,31,13,NA,23,NA,NA,NA,NA,NA,1,NA,276.94
"COLINKAEPERNICK","QB","nfl","Colin Kaepernick","SF",13,13,NA,NA,3293,22,15,NA,571,4,NA,NA,NA,NA,1,NA,272.82
"TEDDYBRIDGEWATER","QB","nfl","Teddy Bridgewater","MIN",14,14,NA,NA,3781,26,13,NA,291,2,NA,NA,NA,NA,1,NA,272.34
"ELIMANNING","QB","nfl","Eli Manning","NYG",15,15,NA,NA,4327,30,13,NA,22,NA,NA,NA,NA,NA,1,NA,271.28
"MATTHEWSTAFFORD","QB","nfl","Matthew Stafford","DET",16,16,NA,NA,4258,26,14,NA,84,1,NA,NA,NA,NA,NA,NA,260.72
"SAMBRADFORD","QB","nfl","Sam Bradford","PHI",17,17,NA,NA,3725,28,14,NA,49,3,NA,NA,NA,NA,NA,NA,255.9
"MARCUSMARIOTA","QB","nfl","Marcus Mariota","TEN",18,18,NA,NA,3275,25,18,NA,390,3,NA,NA,NA,NA,1,NA,254
"CARSONPALMER","QB","nfl","Carson Palmer","ARI",19,19,NA,NA,4183,27,16,NA,45,1,NA,NA,NA,NA,NA,NA,253.82
"LEVEONBELL","RB","nfl","Le'Veon Bell","PIT",1,20,NA,NA,NA,NA,NA,NA,1165,10,NA,600,3,NA,NA,1,252.5
"JOEFLACCO","QB","nfl","Joe Flacco","BAL",20,21,NA,NA,4050,24,14,NA,70,1,NA,NA,NA,NA,2,NA,247
"ADRIANPETERSON","RB","nfl","Adrian Peterson","MIN",2,22,NA,NA,NA,NA,NA,NA,1360,13,NA,216,2,NA,1,2,245.6
"JAMAALCHARLES","RB","nfl","Jamaal Charles","KC",3,23,NA,NA,NA,NA,NA,NA,1220,10,NA,405,4,NA,1,2,244.5
"EDDIELACY","RB","nfl","Eddie Lacy","GB",4,24,NA,NA,NA,NA,NA,NA,1342,10,NA,400,2,NA,NA,1,244.2
"JAYCUTLER","QB","nfl","Jay Cutler","CHI",21,25,NA,NA,3668,25,15,NA,131,1,NA,NA,NA,NA,1,NA,237.82
"ROBERTGRIFFIN","QB","nfl","Robert Griffin III","WAS",22,26,NA,NA,3104,20,10,NA,333,3,NA,NA,NA,NA,NA,NA,235.46
"JAMEISWINSTON","QB","nfl","Jameis Winston","TB",23,27,NA,NA,3250,23,10,NA,101,3,NA,NA,NA,NA,NA,NA,230.1
"ALEXSMITH","QB","nfl","Alex Smith","KC",24,28,NA,NA,3228,21,6,NA,201,1,NA,NA,NA,NA,NA,NA,227.22
"ANTONIOBROWN","WR","nfl","Antonio Brown","PIT",1,29,NA,NA,NA,NA,NA,NA,22,1,NA,1580,10,NA,NA,NA,226.2
"DEMARYIUSTHOMAS","WR","nfl","Demaryius Thomas","DEN",2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484,12,NA,1,NA,222.4
"JULIOJONES","WR","nfl","Julio Jones","ATL",3,31,NA,NA,NA,NA,NA,NA,12,NA,NA,1545,11,NA,NA,NA,221.7
"DEREKCARR","QB","nfl","Derek Carr","OAK",25,32,NA,NA,3864,22,14,NA,71,NA,NA,NA,NA,NA,NA,NA,221.66
"CALVINJOHNSON","WR","nfl","Calvin Johnson","DET",4,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,12,NA,NA,NA,218
"DEZBRYANT","WR","nfl","Dez Bryant","DAL",5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1436,12,NA,NA,NA,215.6
"MARSHAWNLYNCH","RB","nfl","Marshawn Lynch","SEA",5,35,NA,NA,NA,NA,NA,NA,1204,11,NA,245,1,NA,NA,1,214.9
"ANDYDALTON","QB","nfl","Andy Dalton","CIN",26,36,NA,NA,3567,20,15,NA,143,1,NA,NA,NA,NA,NA,NA,212.98
"NICKFOLES","QB","nfl","Nick Foles","STL",27,37,NA,NA,3792,20,12,NA,33,NA,NA,NA,NA,NA,NA,NA,210.98
"ODELLBECKHAM","WR","nfl","Odell Beckham","NYG",6,38,NA,NA,NA,NA,NA,NA,63,NA,NA,1385,11,NA,NA,NA,210.8
"MATTFORTE","RB","nfl","Matt Forte","CHI",6,39,NA,NA,NA,NA,NA,NA,1000,7,NA,522,3,NA,NA,1,210.2
"BLAKEBORTLES","QB","nfl","Blake Bortles","JAC",28,40,NA,NA,3149,17,15,NA,339,2,NA,NA,NA,NA,NA,NA,209.86
"JORDYNELSON","WR","nfl","Jordy Nelson","GB",7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490,10,NA,NA,NA,209
"CJANDERSON","RB","nfl","C.J. Anderson","DEN",7,42,NA,NA,NA,NA,NA,NA,1079,9,NA,316,2,NA,1,NA,207.5
"AJGREEN","WR","nfl","A.J. Green","CIN",8,43,NA,NA,NA,NA,NA,NA,17,NA,NA,1402,10,NA,1,NA,203.9
"JEREMYHILL","RB","nfl","Jeremy Hill","CIN",8,44,NA,NA,NA,NA,NA,NA,1205,9,NA,231,1,NA,1,2,201.6
"ALSHONJEFFERY","WR","nfl","Alshon Jeffery","CHI",9,45,NA,NA,NA,NA,NA,NA,33,NA,NA,1377,10,NA,NA,NA,201
"LESEANMCCOY","RB","nfl","LeSean McCoy","BUF",9,46,NA,NA,NA,NA,NA,NA,1183,8,NA,231,2,NA,1,2,199.4
"DEMARCOMURRAY","RB","nfl","DeMarco Murray","PHI",10,47,NA,NA,NA,NA,NA,NA,1157,9,NA,257,1,NA,NA,2,197.4
"RANDALLCOBB","WR","nfl","Randall Cobb","GB",10,48,NA,NA,NA,NA,NA,NA,96,1,NA,1277,9,NA,NA,NA,197.3
"MIKEEVANS","WR","nfl","Mike Evans","TB",11,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405,9,NA,1,NA,196.5
"MARKINGRAM","RB","nfl","Mark Ingram","NO",11,50,NA,NA,NA,NA,NA,NA,1201,9,NA,166,1,NA,NA,1,194.7
"FRANKGORE","RB","nfl","Frank Gore","IND",12,51,NA,NA,NA,NA,NA,NA,1057,9,NA,219,2,NA,NA,NA,193.6
"JUSTINFORSETT","RB","nfl","Justin Forsett","BAL",13,52,NA,NA,NA,NA,NA,NA,1098,7,NA,282,2,NA,1,1,192
"RYANMALLETT","QB","nfl","Ryan Mallett","HOU",29,53,NA,NA,2687,19,3,NA,51,1,NA,NA,NA,NA,NA,NA,188.58
"RYANFITZPATRICK","QB","nfl","Ryan Fitzpatrick","NYJ",30,54,NA,NA,2854,20,11,NA,102,1,NA,NA,NA,NA,NA,NA,188.36
"EMMANUELSANDERS","WR","nfl","Emmanuel Sanders","DEN",12,55,NA,NA,NA,NA,NA,NA,37,NA,NA,1420,7,NA,NA,NA,187.7
"TYHILTON","WR","nfl","T.Y. Hilton","IND",13,56,NA,NA,NA,NA,NA,NA,39,NA,NA,1351,8,NA,NA,NA,187
"LAMARMILLER","RB","nfl","Lamar Miller","MIA",14,57,NA,NA,NA,NA,NA,NA,1157,7,NA,238,1,NA,NA,2,183.5
"MELVINGORDON","RB","nfl","Melvin Gordon","SD",15,58,NA,NA,NA,NA,NA,NA,1217,7,NA,153,1,NA,NA,1,183
"BRANDINCOOKS","WR","nfl","Brandin Cooks","NO",14,59,NA,NA,NA,NA,NA,NA,149,NA,NA,1198,8,NA,NA,NA,182.7
"ALFREDMORRIS","RB","nfl","Alfred Morris","WAS",16,60,NA,NA,NA,NA,NA,NA,1209,8,NA,135,NA,NA,1,1,182.4
"JOSHMCCOWN","QB","nfl","Josh McCown","CLE",31,61,NA,NA,3400,15,16,NA,181,NA,NA,NA,NA,NA,NA,NA,182.1
"DEANDREHOPKINS","WR","nfl","DeAndre Hopkins","HOU",15,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329,8,NA,NA,NA,180.9
"ROBGRONKOWSKI","TE","nfl","Rob Gronkowski","NE",1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133,10,NA,NA,NA,173.3
"CARLOSHYDE","RB","nfl","Carlos Hyde","SF",17,64,NA,NA,NA,NA,NA,NA,1096,7,NA,172,1,NA,1,2,172.8
"LATAVIUSMURRAY","RB","nfl","Latavius Murray","OAK",18,65,NA,NA,NA,NA,NA,NA,1040,8,NA,153,1,NA,NA,1,171.3
"JONATHANSTEWART","RB","nfl","Jonathan Stewart","CAR",19,66,NA,NA,NA,NA,NA,NA,1120,5,NA,241,1,NA,1,2,170.1
"TJYELDON","RB","nfl","T.J. Yeldon","JAC",20,67,NA,NA,NA,NA,NA,NA,965,8,NA,205,1,NA,1,2,169
"ANDREELLINGTON","RB","nfl","Andre Ellington","ARI",21,68,NA,NA,NA,NA,NA,NA,861,6,NA,359,1,NA,NA,1,162
"AMARICOOPER","WR","nfl","Amari Cooper","OAK",16,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075,9,NA,NA,NA,161.5
"JORDANMATTHEWS","WR","nfl","Jordan Matthews","PHI",17,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124,7,NA,1,NA,156.4
"KEENANALLEN","WR","nfl","Keenan Allen","SD",18,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,8,NA,NA,NA,155.1
"TODDGURLEY","RB","nfl","Todd Gurley","STL",22,72,NA,NA,NA,NA,NA,NA,845,7,NA,182,1,NA,1,1,150.7
"JOSEPHRANDLE","RB","nfl","Joseph Randle","DAL",23,73,NA,NA,NA,NA,NA,NA,852,7,NA,131,1,NA,NA,NA,146.3
"AMEERABDULLAH","RB","nfl","Ameer Abdullah","DET",24,74,NA,NA,NA,NA,NA,NA,737,5,NA,355,1,NA,NA,1,143.2
"JULIANEDELMAN","WR","nfl","Julian Edelman","NE",19,75,NA,NA,NA,NA,NA,NA,23,NA,NA,977,7,NA,NA,NA,142
"JIMMYGRAHAM","TE","nfl","Jimmy Graham","SEA",2,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,993,7,NA,NA,NA,141.3
"JEREMYMACLIN","WR","nfl","Jeremy Maclin","KC",20,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046,6,NA,NA,NA,140.6
"JOIQUEBELL","RB","nfl","Joique Bell","DET",25,78,NA,NA,NA,NA,NA,NA,807,5,NA,278,1,NA,NA,2,140.5
"ANDREJOHNSON","WR","nfl","Andre Johnson","IND",21,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,8,NA,1,NA,140.3
"DESEANJACKSON","WR","nfl","DeSean Jackson","WAS",22,80,NA,NA,NA,NA,NA,NA,27,NA,NA,995,6,NA,NA,NA,138.2
"LEGARRETTEBLOUNT","RB","nfl","LeGarrette Blount","NE",26,81,NA,NA,NA,NA,NA,NA,815,8,NA,41,1,NA,NA,1,137.6
"GREGOLSEN","TE","nfl","Greg Olsen","CAR",3,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,7,NA,NA,NA,137
"TRAVISKELCE","TE","nfl","Travis Kelce","KC",4,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,916,7,NA,1,NA,135.6
"SAMMYWATKINS","WR","nfl","Sammy Watkins","BUF",23,84,NA,NA,NA,NA,NA,NA,32,NA,NA,951,6,NA,NA,NA,134.3
"CHRISIVORY","RB","nfl","Chris Ivory","NYJ",27,85,NA,NA,NA,NA,NA,NA,898,5,NA,115,NA,NA,1,1,131.3
"TEVINCOLEMAN","RB","nfl","Tevin Coleman","ATL",28,86,NA,NA,NA,NA,NA,NA,793,7,NA,100,NA,NA,NA,1,129.3
"BRANDONMARSHALL","WR","nfl","Brandon Marshall","NYJ",24,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,7,NA,1,NA,129
"DEVONTAFREEMAN","RB","nfl","Devonta Freeman","ATL",29,88,NA,NA,NA,NA,NA,NA,655,5,NA,233,2,NA,NA,1,128.8
"CJSPILLER","RB","nfl","C.J. Spiller","NO",30,89,NA,NA,NA,NA,NA,NA,561,5,NA,301,2,NA,NA,1,126.2
"KEVINWHITE","WR","nfl","Kevin White","CHI",25,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,891,6,NA,NA,NA,125.1
"GOLDENTATE","WR","nfl","Golden Tate","DET",26,91,NA,NA,NA,NA,NA,NA,36,NA,NA,912,5,NA,NA,NA,124.8
"JARVISLANDRY","WR","nfl","Jarvis Landry","MIA",27,92,NA,NA,NA,NA,NA,NA,24,NA,NA,844,6,NA,NA,NA,122.8
"GIOVANIBERNARD","RB","nfl","Giovani Bernard","CIN",31,93,NA,NA,NA,NA,NA,NA,642,2,NA,361,2,NA,NA,1,122.3
"RODDYWHITE","WR","nfl","Roddy White","ATL",28,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,791,7,NA,NA,NA,121.1
"RASHADJENNINGS","RB","nfl","Rashad Jennings","NYG",32,95,NA,NA,NA,NA,NA,NA,689,4,NA,179,2,NA,NA,1,120.8
"BRANDONLAFELL","WR","nfl","Brandon LaFell","NE",29,96,NA,NA,NA,NA,NA,NA,14,NA,NA,811,6,NA,1,NA,120.5
"PIERREGARCON","WR","nfl","Pierre Garcon","WAS",30,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,893,5,NA,NA,NA,119.3
"ERICDECKER","WR","nfl","Eric Decker","NYJ",31,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,5,NA,NA,NA,118.6
"STEVESMITH","WR","nfl","Steve Smith","BAL",32,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,6,NA,NA,NA,117
"MARTELLUSBENNETT","TE","nfl","Martellus Bennett","CHI",5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,6,NA,1,NA,117
"MICHAELCRABTREE","WR","nfl","Michael Crabtree","OAK",33,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,785,6,NA,NA,NA,114.5
"JULIUSTHOMAS","TE","nfl","Julius Thomas","JAC",6,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,7,NA,NA,NA,114
"TORREYSMITH","WR","nfl","Torrey Smith","SF",34,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,5,NA,NA,NA,113
"LARRYFITZGERALD","WR","nfl","Larry Fitzgerald","ARI",35,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,5,NA,NA,NA,112.7
"DOUGMARTIN","RB","nfl","Doug Martin","TB",33,105,NA,NA,NA,NA,NA,NA,619,5,NA,126,1,NA,1,NA,112.5
"SHANEVEREEN","RB","nfl","Shane Vereen","NYG",34,106,NA,NA,NA,NA,NA,NA,329,4,NA,374,3,NA,NA,NA,112.3
"BRESHADPERRIMAN","WR","nfl","Breshad Perriman","BAL",36,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,6,NA,NA,NA,111.5
"ZACHERTZ","TE","nfl","Zach Ertz","PHI",7,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,7,NA,NA,NA,110
"KENDALLWRIGHT","WR","nfl","Kendall Wright","TEN",37,109,NA,NA,NA,NA,NA,NA,44,NA,NA,806,4,NA,NA,NA,109
"NELSONAGHOLOR","WR","nfl","Nelson Agholor","PHI",38,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,774,5,NA,NA,NA,107.4
"ARIANFOSTER","RB","nfl","Arian Foster","HOU",35,111,NA,NA,NA,NA,NA,NA,540,4,NA,210,1,NA,1,NA,107
"BISHOPSANKEY","RB","nfl","Bishop Sankey","TEN",36,112,NA,NA,NA,NA,NA,NA,654,5,NA,134,NA,NA,NA,1,106.8
"VINCENTJACKSON","WR","nfl","Vincent Jackson","TB",39,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,6,NA,NA,NA,106.8
"ANQUANBOLDIN","WR","nfl","Anquan Boldin","SF",40,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,5,NA,NA,NA,105.5
"MOHAMEDSANU","WR","nfl","Mohamed Sanu","CIN",41,115,NA,NA,NA,NA,NA,NA,26,NA,NA,781,4,NA,NA,NA,104.7
"ISAIAHCROWELL","RB","nfl","Isaiah Crowell","CLE",37,116,NA,NA,NA,NA,NA,NA,655,5,NA,128,NA,NA,NA,2,104.3
"DWAYNEBOWE","WR","nfl","Dwayne Bowe","CLE",42,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,5,NA,NA,NA,103.9
"DUKEJOHNSON","RB","nfl","Duke Johnson","CLE",38,118,NA,NA,NA,NA,NA,NA,423,5,NA,253,1,NA,NA,NA,103.6
"ALFREDBLUE","RB","nfl","Alfred Blue","HOU",39,119,NA,NA,NA,NA,NA,NA,524,6,NA,103,1,NA,NA,1,102.7
"TREMASON","RB","nfl","Tre Mason","STL",40,120,NA,NA,NA,NA,NA,NA,673,3,NA,172,NA,NA,NA,NA,102.5
"MICHAELFLOYD","WR","nfl","Michael Floyd","ARI",43,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5,NA,NA,NA,102.1
"JASONWITTEN","TE","nfl","Jason Witten","DAL",8,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,6,NA,NA,NA,102
"ROBERTWOODS","WR","nfl","Robert Woods","BUF",44,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,777,4,NA,NA,NA,101.7
"CHARLESJOHNSON","WR","nfl","Charles Johnson","MIN",45,124,NA,NA,NA,NA,NA,NA,20,NA,NA,694,5,NA,NA,NA,101.4
"RYANMATHEWS","RB","nfl","Ryan Mathews","PHI",41,125,NA,NA,NA,NA,NA,NA,646,2,NA,184,1,NA,NA,NA,101
"ALLENROBINSON","WR","nfl","Allen Robinson","JAC",46,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,6,NA,NA,NA,100.6
"DEVANTEPARKER","WR","nfl","DeVante Parker","MIA",47,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,5,NA,NA,NA,99.6
"JORDANCAMERON","TE","nfl","Jordan Cameron","MIA",9,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,5,NA,1,NA,99.3
"DARRENMCFADDEN","RB","nfl","Darren McFadden","DAL",42,129,NA,NA,NA,NA,NA,NA,646,4,NA,66,1,NA,NA,1,99.2
"MIKEWALLACE","WR","nfl","Mike Wallace","MIN",48,130,NA,NA,NA,NA,NA,NA,18,NA,NA,613,6,NA,NA,NA,99.1
"CHARLESSIMS","RB","nfl","Charles Sims","TB",43,131,NA,NA,NA,NA,NA,NA,382,5,NA,171,2,NA,NA,NA,97.3
"DANNYWOODHEAD","RB","nfl","Danny Woodhead","SD",44,132,NA,NA,NA,NA,NA,NA,291,4,NA,275,3,NA,NA,1,96.6
"VERNONDAVIS","TE","nfl","Vernon Davis","SF",10,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,5,NA,NA,NA,96.4
"MARTAVISBRYANT","WR","nfl","Martavis Bryant","PIT",49,134,NA,NA,NA,NA,NA,NA,31,NA,NA,692,4,NA,NA,NA,96.3
"PERCYHARVIN","WR","nfl","Percy Harvin","BUF",50,135,NA,NA,NA,NA,NA,NA,79,1,NA,522,5,NA,NA,NA,96.1
"ROYHELU","RB","nfl","Roy Helu","OAK",45,136,NA,NA,NA,NA,NA,NA,276,4,NA,338,2,NA,NA,1,95.4
"NICKTOON","WR","nfl","Nick Toon","NO",51,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,5,NA,NA,NA,95.2
"MARQISELEE","WR","nfl","Marqise Lee","JAC",52,138,NA,NA,NA,NA,NA,NA,13,NA,NA,754,3,NA,NA,NA,94.7
"DELANIEWALKER","TE","nfl","Delanie Walker","TEN",11,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,5,NA,NA,NA,94.7
"VICTORCRUZ","WR","nfl","Victor Cruz","NYG",53,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,3,NA,NA,NA,93.5
"DOUGBALDWIN","WR","nfl","Doug Baldwin","SEA",54,141,NA,NA,NA,NA,NA,NA,10,NA,NA,680,4,NA,NA,NA,93
"FREDJACKSON","RB","nfl","Fred Jackson","BUF",46,142,NA,NA,NA,NA,NA,NA,324,3,NA,355,1,NA,NA,NA,91.9
"HEATHMILLER","TE","nfl","Heath Miller","PIT",12,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,5,NA,NA,NA,91.9
"KYLERUDOLPH","TE","nfl","Kyle Rudolph","MIN",13,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,6,NA,1,NA,91.9
"TERRANCEWILLIAMS","WR","nfl","Terrance Williams","DAL",55,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,5,NA,NA,NA,91.8
"CECILSHORTS","WR","nfl","Cecil Shorts","HOU",56,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,4,NA,NA,NA,91.4
"DAVIDCOBB","RB","nfl","David Cobb","TEN",47,147,NA,NA,NA,NA,NA,NA,477,5,NA,93,1,NA,1,2,91
"CORDARRELLEPATTERSON","WR","nfl","Cordarrelle Patterson","MIN",57,148,NA,NA,NA,NA,NA,NA,176,1,NA,429,4,NA,NA,NA,90.5
"DONTEMONCRIEF","WR","nfl","Donte Moncrief","IND",58,149,NA,NA,NA,NA,NA,NA,22,NA,NA,520,6,NA,NA,NA,90.2
"DAVANTEADAMS","WR","nfl","Davante Adams","GB",59,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,5,NA,NA,NA,90.1
"MALCOMFLOYD","WR","nfl","Malcom Floyd","SD",60,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,4,NA,NA,NA,90.1
"JOHNBROWN","WR","nfl","John Brown","ARI",61,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,5,NA,NA,NA,89.6
"RUEBENRANDLE","WR","nfl","Rueben Randle","NYG",62,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,4,NA,NA,NA,89.4
"KENNYSTILLS","WR","nfl","Kenny Stills","MIA",63,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,3,NA,NA,NA,89.4
"ANTONIOGATES","TE","nfl","Antonio Gates","SD",14,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,6,NA,NA,NA,88.8
"MARQUESCOLSTON","WR","nfl","Marques Colston","NO",64,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,3,NA,NA,NA,87.7
"MARVINJONES","WR","nfl","Marvin Jones","CIN",65,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,4,NA,NA,NA,87.5
"KENNYBRITT","WR","nfl","Kenny Britt","STL",66,158,NA,NA,NA,NA,NA,NA,11,NA,NA,673,3,NA,NA,NA,86.4
"KNILEDAVIS","RB","nfl","Knile Davis","KC",48,159,NA,NA,NA,NA,NA,NA,426,4,NA,156,1,NA,NA,1,86.2
"DANNYAMENDOLA","WR","nfl","Danny Amendola","NE",67,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,2,NA,NA,NA,84
"ANDREWHAWKINS","WR","nfl","Andrew Hawkins","CLE",68,161,NA,NA,NA,NA,NA,NA,13,NA,NA,697,2,NA,NA,NA,83
"JAVORIUSALLEN","RB","nfl","Javorius Allen","BAL",49,162,NA,NA,NA,NA,NA,NA,437,3,NA,168,1,NA,NA,1,82.5
"DARRENSPROLES","RB","nfl","Darren Sproles","PHI",50,163,NA,NA,NA,NA,NA,NA,254,2,NA,329,2,NA,NA,NA,82.3
"AUSTINSEFERIANJENKINS","TE","nfl","Austin Seferian-Jenkins","TB",15,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,6,NA,NA,NA,82.3
"MONTEEBALL","RB","nfl","Montee Ball","DEN",51,165,NA,NA,NA,NA,NA,NA,364,4,NA,157,1,NA,NA,NA,82.1
"REGGIEBUSH","RB","nfl","Reggie Bush","SF",52,166,NA,NA,NA,NA,NA,NA,375,3,NA,205,2,NA,NA,3,82
"DAVIDJOHNSON","RB","nfl","David Johnson","ARI",53,167,NA,NA,NA,NA,NA,NA,438,3,NA,219,NA,NA,NA,1,81.7
"JIMMYGAROPPOLO","QB","nfl","Jimmy Garoppolo","NE",32,168,NA,NA,1062,10,6,NA,52,1,NA,NA,NA,NA,NA,NA,81.68
"DANHERRON","RB","nfl","Dan Herron","IND",54,169,NA,NA,NA,NA,NA,NA,408,3,NA,168,1,NA,NA,NA,81.6
"DEANGELOWILLIAMS","RB","nfl","DeAngelo Williams","PIT",55,170,NA,NA,NA,NA,NA,NA,573,2,NA,55,1,NA,NA,NA,80.8
"MARKUSWHEATON","WR","nfl","Markus Wheaton","PIT",69,171,NA,NA,NA,NA,NA,NA,15,NA,NA,611,3,NA,NA,NA,80.6
"MAXXWILLIAMS","TE","nfl","Maxx Williams","BAL",16,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,5,NA,1,NA,80.1
"TERRANCEWEST","RB","nfl","Terrance West","CLE",56,173,NA,NA,NA,NA,NA,NA,448,4,NA,71,1,NA,NA,1,79.9
"STEDMANBAILEY","WR","nfl","Stedman Bailey","STL",70,174,NA,NA,NA,NA,NA,NA,22,NA,NA,595,3,NA,NA,NA,79.7
"MATTCASSEL","QB","nfl","Matt Cassel","BUF",33,175,NA,NA,1280,9,6,NA,23,NA,NA,NA,NA,NA,1,NA,79.5
"JAREDCOOK","TE","nfl","Jared Cook","STL",17,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,3,NA,NA,NA,79.2
"ANDREROBERTS","WR","nfl","Andre Roberts","WAS",71,177,NA,NA,NA,NA,NA,NA,15,NA,NA,594,3,NA,NA,NA,78.9
"BERNARDPIERCE","RB","nfl","Bernard Pierce","JAC",57,178,NA,NA,NA,NA,NA,NA,446,4,NA,62,1,NA,NA,1,78.8
"KHIRYROBINSON","RB","nfl","Khiry Robinson","NO",58,179,NA,NA,NA,NA,NA,NA,393,4,NA,91,1,NA,NA,NA,78.4
"BRIANQUICK","WR","nfl","Brian Quick","STL",72,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,3,NA,NA,NA,78
